10719,Boku wa Tomodachi ga Sukunai,"Every teenager has undergone the awkwardness of high school. Making new friends and trying to fit in. It's hard enough doing so under normal circumstances. Try doing so with blonde hair and a bad boy face... in Japan. After transferring to a new school, Kodaka Hasegawa was instantaneously labelled a ""delinquent"" due to his eccentric appearance. Having classmates shiver in your presence is not a good way to start the school year."
1072,Sweat Punch,Sweat Punch is a series of five Studio 4Â°C shorts collected as a direct-to-DVD package film entitled Deep Imagination.
10721,Mawaru Penguindrum,"Once you make a decision, does the universe conspire to make it happen? Is destiny a matter of chance, a matter of choice or the complex outcome of thousands of warring strands of fate? All twins Kanba and Shoma know is that when their terminally ill sister Himari collapses at the aquarium, her death is somehow temporarily reversed by the penguin hat that she had asked for. It's a provisional resurrection, however, and it comes at a price: to keep Himari alive they need to find the mysterious Penguin Drum. In order to do that, they must first find the links to a complex interlocking chain of riddles that has wrapped around their entire existence, and unravel the knots that tie them to mystifying diary and a baffling string of strangers and semi-acquaintances who all have their own secrets, agendas and ""survival strategies."" And in order for Himari to live, someone else's chosen destiny will have to change. It's a story of love, fate, life, death... and Penguins! "
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,Seigaku travels to England to play a tournament representing Japan but they are attacked by a group of street tennis players who were banned from playing official tournaments because of their rough play. 
10765,Hikaru no Go Special,Alternate version of the story featured in episode 64 of Hikaru no Go.
1078,Cardcaptor Sakura: Leave It to Kero-chan,"Following the events of Cardcaptor Sakura Movie 2: The Sealed Card, Kero and Spinel share a plate of takoyaki (octopus balls). They get into a fight over who gets the last piece, and in the process send it flying out the window. They both chase the takoyaki, and each other, in a mighty effort to be the ""takoyaki captor""."
10790,Kore wa Zombie Desu ka? of the Dead,"Aikawa Ayumu was revived as a zombie by the cute necromancer Eucliwood Hellscythe. After the zany, madcap adventures in the first season of Is This a Zombie? ended, Ayumu thought his life might finally get back to normal, or as normal as it can be for a zombie. However, destiny has other plans for him. Some guys just can't catch a break. "
10793,Guilty Crown,"Japan, 2039. Ten years after the outbreak of the ""Apocalypse Virus,"" an event solemnly regarded as ""Lost Christmas,"" the once proud nation has fallen under the rule of the GHQ, an independent military force dedicated to restoring order. Funeral Parlor, a guerilla group led by the infamous Gai Tsutsugami, act as freedom fighters, offering the only resistance to GHQ's cruel despotism."
10798,UN-GO,"He pursues his job as the ""Last Great Detective"". Others call him the ""Defeated Detective"". What's certain is that he's Shinjurou Yuuki, a young man with a passion for mysteries and a talent for solving them that has made him the target of dark forces now stirring within the sinister underworld of a near future Tokyo. That could prove lethal, given that not even the other ""good guys"", including the police, are exactly on Shinjouro's side. Fortunately Yuuki's not completely on his own, and with the aid of his uniquely talented associate Inga, he's ready to cut a swath through the veils of secrecy that have been laid before him. Get ready for mind against matter and a lot of cloak and dagger as the ultimate battle of clue and deduction begins in UN-GO! "
108,Ou Dorobou Jing in Seventh Heaven,"Jing, the infamous King of Bandits, finds himself and his feathered partner Kir behind bars in Seventh Heaven, the most notorious prison complex in the world. There, they seek to steal the Dream Orb from the convict Campari. But before doing so, they must escape from the prison of dreams that Campari has conjured for them. "
10800,Chihayafuru,"Chihaya Ayase, a strong-willed and tomboyish girl, grows up under the shadow of her older sister. With no dreams of her own, she is contented with her share in life till she meets Arata Wataya. The quiet transfer student in her elementary class introduces her to competitive karuta, a physically and mentally demanding card game inspired by the classic Japanese anthology of Hundred Poets. Captivated by Arata's passion for the game and inspired by the possibility of becoming the best in Japan, Chihaya quickly falls in love with the world of karuta. Along with the prodigy Arata and her haughty but hard-working friend Taichi Mashima, she joins the local Shiranami Society. The trio spends their idyllic childhood days playing together, until circumstances split them up."
10804,Ikoku Meiro no CroisÃ©e Special,"According to the official website, episode 4.5 of of Ikoku Meiro no CroisÃ©e will be included in the third volume of the Blu-ray & DVD. The episode streamed for a limited time on ShowTime, the official online streaming site for Ikoku Meiro no CroisÃ©e."
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Eli, Chihiro, and Miyako try to form a band but end up looking to Katsuragi for help. In the process they meet Kanon and become friends/ rivals."
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"On an archaelogical mission to the end of the known universe, Professor Daiba unwitting unleashes an ancient horror from its confines. Five years later the malevolent alien force sets in motion a plan which reunites the various crewmembers of the Arcadia to sail the stars once more as well as bring Tadashi Daiba to meet Harlock for the first time (again). "
10825,Ranma Â_: Battle ga Ippai 29-nin no Korinai Yatsura,"This special, known in Japan as ""Batoru Kaiibai 29 Hitou Korinai Yatsura,"" was available through the Kitty Animation Circle making it a difficult item to come by. It contained clips from twenty-nine of Ranma's most memorable opponents from the television series. "
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Spin-off of Baka to Test to Shoukanjuu that has been serialized on Famitsu Comic Clear website since 2010.
10862,Prince of Tennis: Pairpuri,This is a series of 8 short stories inspired by the popular series Prince of Tennis featuring different schools' characters.
10863,Steins;Gate: Oukoubakko no Poriomania,Special episode included in the last of the nine Blu-ray/DVD volumes. 
1087,Kimagure Orangeâ˜†Road,"Fifteen-year-old Kyosuke Kasuga moves to a new city and becomes enamored by one Madoka Ayukawa, whom often treats him coldly even though she seemed friendly the first time they met, when he caught her red straw hat on the stairs. Kyosuke also must try to avoid breaking the heart of the slightly childish Hikaru Hiyama, who fell in love with him after she saw him make an impossible shot with a basketball and who likes to shower him with affection. Also, just to make things interesting, Kyosuke, his sisters, his grandfather, and his cousins all have various powers (teleportation, psychokinesis, hypnosis, time travel, personality transference) which Kyosuke desperately tries to keep a secret, though some of the other family members have no such qualms against using their powers in public."
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),"Tachikoma TV series that aired on Animax. Unlike the previous ""Tachikoma na Hibi,"" which were auxiliary episodes to the main Ghost in the Shell SAC and 2nd GIG, the special version has longer stories based on various Japanese and Orthodox folklore. Later re-released on a BD box with all the Tachikoma shorts."
1088,Macross,"After a mysterious spaceship crashes into Earth, humanity realizes that they are not alone. Fearing a potential threat from space, the world pushes aside their nationalism, conflicting interests, and cultural differences, unifying under the banner of the United Nations. The newly formed UN forces decide to repurpose the alien spacecraft, naming it SDF-1 Macross. Unfortunately, on the day of its maiden voyage, a fleet of spaceships belonging to a race of aliens known as Zentradi descend upon Earth, and the SDF-1 Macross, acting of its own accord, shoots down the incoming squadron, sparking an intergalactic war."
10884,Saki Achiga-hen: Episode of Side-A,"The Achiga Girls' Academy in Nara once defeated regional mahjong powerhouse Bansei High School. It advanced into the national team semifinals but lost to the eventual champion, and the mahjong club was later disbanded."
1089,Macross: Do You Remember Love?,"A.D. 2009. The human race is in the middle of a three-way war with a race of giant humanoid aliens called the Zentraedi (male) and Meltrandi (female). After executing a space fold that sent it and part of South Atalia Island to the edge of the Solar System, the space fortress Macross is on its way back to Earth. During a small skirmish with Zentraedi forces, young pilot Hikaru Ichijo rescues idol singer Lynn Minmay and their relationship develops as they're stranded somewhere within the ship. But shortly after returning to Macross City, Minmay is captured by the Zentraedi, and Hikaru and female officer Misa Hayase end up back on Earthâ€”only to view the aftermath of the destruction of their civilization. Only a song discovered eons agoâ€”along with Minmay's voiceâ€”can determine the outcome of the war."
1090,Mobile Suit Gundam I,"It is the year Universal Century 0079. Over 90 million people now populate the Earth and have been forced to live in space. People now live in large cylinder like colony clusters called Sides, all ruled over the Earth Federation Space Force (E.F.S.F.). Then, a group of colonies near the dark side of the moon, called Side 3, proclaimed themselves independent from the Earth Federation and called themselves the Principality of Zeon."
1091,Mobile Suit Gundam II: Soldiers of Sorrow,"As the War continues, Amuro and the White Base crew must make their way toward the Earth Federation Headquarters, Jaburo. On their way they meet several new enemies and face off against impossible odds. They fight in Operation Odessa to relieve the Earth from the clutches of the Zeon forces."
10918,Kowarekake no Orgel (Movie),"In 2039, helper androids are widespread as general purpose electronics. "
1092,Mobile Suit Gundam III: Encounters in Space,"The One Year War comes to a close, as the Zeon forces now retreat back into space. Amuro learns much more of his Newtype abilities and tries to use them the best way he can. He's pushed to his limit as he encounters the infamous Char Aznable once again. He also falls in love with a mysterious woman named Lalah Sune, who knows the full potential of the Newtype abilities. "
10928,Nogizaka Haruka no Himitsu: Finale,"Yuuto and Haruka are looking forward to spending time together on a school trip. However, Shina finally works up the nerve to tell Yuuto she has feelings for him. This event drives a wedge between Haruka and Yuuto and forces them to confront how they feel."
10935,Hourou Musuko Specials,The full versions of episodes 10 and 11 that were previously edited together into episode 10 of the TV series.
10937,Mobile Suit Gundam: The Origin,"What was the tragedy that decided the fates of Char Aznable, the man later nicknamed the ""Red Comet"" as an ace pilot of the Zeon forces, and his sister Sayla Mass?"
1094,One Piece: Umi no Heso no Daibouken-hen,"The Straw Hats encounter a city in the middle of a whirlpool, called the Ocean's Navel, that is being destroyed by giant monsters. These monsters supposedly protect a treasure capable of granting wishes, but in the process of defeating these guardians, the crew ends up releasing another evil.  (aired after Episode 53)"
1095,Mobile Police Patlabor: The Movie,The year is 1999 and Tokyo's Mobile Police have a new weapon in the war on crimeâ€”advanced robots called Labors are used to combat criminals who would use the new technology for illegal means. The suicide of a mysterious man on the massive Babylon Project construction site sets off a cascade of events that may signal the destruction of Tokyo.
1096,Mobile Police Patlabor 2: The Movie,"The date is 2002, three years after the events of PATLABOR 1 â€“ Mobile Police. The destruction of a United Nations Labor team in South East Asia begins the build-up to a deadly terrorist plan that threatens to send shockwaves throughout Japan's military. With evidence of an impending military takeover, the scattered members of the original SVD (Special Vehicle Division) must gather to defend the city against danger. To make matters worse, the mastermind behind the operation is none other than Nagumo's former teacher and ex-lover Tsuge. "
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"The Raimon team has been invited by Fifth Sector strangely to a soccer camp. When they agree, things go out of hand since it was revealed that Fifth Sector wants to eliminate them once and for all on the island called God Eden. Now, the Raimon team needs to train harder to be able to show that they have the strength to fight back and prove Fifth Sector's doings wrong."
110,Chuuka Ichiban!,"The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos. It is also during a fictitious era called ""The Era of the Cooking Wars"". It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China. It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority. Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything."
11001,Toshokan Sensou: Kakumei no Tsubasa,"Kasahara Iku and Dojo Atsushi receive an emergency recall in the middle of their date as Japan is rocked by a terror attack. Their new duty is a protection detail assigned to Touma Kurato, an author. Meanwhile, the relationship between Librarians and the Media Purity Committee is also worsening. "
11013,Inu x Boku SS,"Ririchiyo Shirakiin is the sheltered daughter of a renowned family. With her petite build and wealthy status, Ririchiyo has been a protected and dependent girl her entire life, but now she has decided to change all that. However, there is just one problemâ€”the young girl has a sharp tongue she can't control, and terrible communication skills."
11077,Hellsing: The Dawn,"It is September 1944 and World War II is raging in Europe. To get an advantage on the field, Nazis are experimenting with artificial vampire technologies, they are still far away from achieving their initial goal, but even the intermediate stages of such researches are possesing a great threat to The anti-German coalition. In an attempt to stop the Nazi project and to protect England and The Allies current head of the Hellsing House, Sir Arthur Hellsing, is sending his best agentsâ€”Walter C. Dornes and Alucardâ€”into German-occupied Poland where monstrous experiments are being conducted."
11111,Another,"In 1972, a popular student in Yomiyama North Middle School's class 3-3 named Misaki passed away during the school year. Since then, the town of Yomiyama has been shrouded by a fearful atmosphere, from the dark secrets hidden deep within."
11113,Usagi Drop Specials,Four short episodes bundled with DVD/Blu-Ray.
11123,Sekaiichi Hatsukoi 2,Second season of Sekaiichi Hatsukoi.
11135,Hybrid Child,"The Hybrid Child is an amazing android that can grow if it is lavished with enough love and care from its owner. Neither fully machine nor fully human, the various Hybrid Child models develop strong emotional bonds with their owners. This volume contains several short stories of love, sacrifice, and drama: Young Kotaro learns the importance of responsibility when his Hybrid Child's lifespan runs out. The tragic swordsman Seya learns to love again with the help of his Hybrid child, Yuzu. The final tale tells the story of Kuroda, the creator of the Hybrid Child designs, and how his lost love inspired their creation."
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"A greedy collector, Lawrence III, wants to capture the legendary Pokemon, Lugia. But in order to do so, he must capture the Titans of Fire, Ice, and Lightning. The titans are powerful bird-like Pokemon, and if they are disturbed they will wage a war against eachother which will ultimately result in earth's destruction. Ash, Misty, and Tracey get caught up in the situation when they end up being washed ashore onto Shamouti Island. Soon after, Ash meets a girl named Melody who sends him into a mission where he must collect the 3 Orbs which will quell the fighting, but first Ash must gain help from the Beast of the Sea, Lugia, if he's to suceed. "
11179,Papa no Iukoto wo Kikinasai!,Segawa Yuta is a freshman of a university. He lost his parents when he was small and was raised by his sister Yuri. Yuta has been living alone since Yuri got married to a middle aged man when Yuta was a junior high student. 
11235,Amagami SS+ Plus,"A continuation of Amagami SS, showing what happens after each girl's respective arc. What if Tsukasa were to run for student council president...?"
11237,Hidamari Sketch x SP,"Even though studying at a prestigious art school like Yamabuki is hard work, the girls who live at the Hidamari Apartments always manage to squeeze in time for a little fun and exploration. And when they actually get a day off? Watch out world! Yuno, Sae, Hiro, Miyako and new students Nori and Nazuna return to create another masterpiece of life as art, with all new adventures that include swimming, pajama parties, trips to the art museum and even an all-you-can-eat diner courtesy of the landlady! Of course, thereâ€™s always a little housework that has to be squeezed in, but with a pinch of resourcefulness and a dash of creativity, even the most onerous of chores can be turned into something magical. "
11239,Hidamari Sketch x Honeycomb,"Studying at the Yamabuki Arts High School has been a dream-come-true for Yuno, and she's learned so much already! And not just from her instructors, but from her friends and neighbors who've become her second family and made the Hidamari Apartments such a safe and nurturing home. But as the day of her ""big sisters"" Sae and Hiro's graduation draws slowly closer, it's time for Yuno to start seriously taking on the same role for Nazuna, Nori and the other budding young artists who've entered Hidemari's protective cocoon. And it's also time to tackle some really challenging artistic assignments. That doesn't mean there won't still be time for fun with Miyako and all the others, but it's definitely time to pencil in her plans for the future. And sometimes that means you have to put the art before the course! "
11266,Ao no Exorcist: Kuro no Iede,"Feeling slighted by Rin, Kuro goes on the hunt for a new master, but can he find anyone who can truly replace Rin?"
113,Uchuu no Stellvia,"The year is 2356 A.D. - 189 years after a distant supernova caused a global catastrophe that wiped out 99% of the world population. To keep track on all space activities, mankind has built colossal space stations called ""foundations"" all over the Solar System. After passing the Space Academy entrance exams, Shima Katase embarks to the Earth-based foundation Stellvia to fulfill her dream of seeing the galaxy and to prevent another interstellar catastrophe from destroying Earth."
11319,Zero no Tsukaima F,"The fourth and final season of The Familiar of Zero. Saito and Louise feel their bond deepening as the days go on, and they feel it might be time to take the next step in their relationship... But before that, the Queen has a mission for them. She sends them to the pope, who has both Louise and Tiffania become holy maidens. And with all the interruptions around, by both friends and foes, Louise and Saito's love will be tested to the limit."
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special episode about Trunks going back to the future and fighting the Androids. Also known as episode 98 of Dragon Ball Kai.
11371,New Prince of Tennis,"It takes a lot to reach the top when it comes to tennis. No one knows that better than Ryouma Echizen, a young prodigy tennis player, and his teammates at the Seishun Academy. It was only because they pushed themselves to the limit, spending countless hours preparing for every pulse-pounding match, that they managed to claim victory in the All-Japan National Tournament."
114,Sakigake!! Cromartie Koukou,"Folks, meet Takashi Kamiyama. Enrolled at Cromartie High, where everybody is a delinquent, Kamiyama is apparently the only non-delinquent in the school. Logically, therefore, he must be the toughest in his classâ€”by the rather twisted logic that only a really tough rabbit would lie down with lions. Thus begins a story that parodies every clichÃ© of tough-guy anime that you've ever heard of, and some you haven't. Oh, and Freddie Mercury is in it, too."
1142,Hachimitsu to Clover II,"The sequel and final installment to the highly popular series once again delves into the life stories and love lives of Takemoto Yuuta, Mayama Takumi and Morita Shinobu. The story continues where the first season left off, after Takemoto's self-discovery journey around Japan. Of course, the love triangles and tribulations they face will continue, and eventually decide the paths to their future."
11433,Ano Natsu de Matteru,"When a group of friends decide to make a movie over a long summer holiday, they end up learning a little about filmmaking and a lot more about each other and themselves. What begins as a simple way to avoid the summer doldrums quickly turns into something much more complex, intimate and revealing, as the maturing relationships between the members of the young cast take on new, and sometimes very unexpected, turns. "
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,A few days after Kagato is defeated everything returns to normal. Ryoko finds Mihoshi and Sasami reading shojo manga which Sasami tells that they are guides to tell how to win a boy Earth style. So Ryoko decides to try to use ideas from manga to win Tenchi. Ayeka finds out what she's doing and starts using the manga to win Tenchi as well.
1147,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,"After a 'modified' ending to the Choubimaru incident, the punishments for the offending parties is metted-out, as well as a surprise marriage proposal by Misao to Mashisu. It almost didn't happen... until Mihoshi and Misao's mother Mitoto steps in and gives her and her family's approval, much to the dismay of FORMER G.P. Marshall Minami Kuramitsu. Otherwise, life goes on as usual for the Masaki clan. But soon when the question of how Tenchi's mother had died is presented, the answer nearly causes a rift between Tenchi, his father and his grandfather, for which only Tenchi's future mother-in-law Rea can solve... as well as the resolution of Noike's unusual secret. "
11499,Sankarea,"Chihiro Furuya likes zombies. Thereâ€™s something about the shambling corpses and blood that appeals to him on a visual level, and since childhood he longed to enter into a romantic situation with one. He gets his wish when he encounters Rea Sankaâ€”the daughter of the school directorâ€”at the abandoned building he uses in an attempt to resurrect Baabu, the family cat, with a resurrection potion. Hoping to escape her awful home life, Rea consumes the potion and falls to her death, only to come back as a zombie?! Could this possibly be Chihiro's dream come true, or will it be a rude awakening?"
11531,UN-GO: Inga-ron,Prequel film of UN-GO telling the encounter of Shinjuurou and Inga.
11553,Toradora!: Bentou no Gokui,An unaired episode included in the Blu-ray box set.
11577,Steins;Gate: Fuka Ryouiki no DÃ©jÃ  vu,"The film takes place one year after the events of the anime series. After going through a painstaking journey across multiple ""World Lines"" due to the invention of ""D-Mail,"" text messages that can be sent to the past, Rintarou Okabe has assumedly landed in the ""Steins Gate"" World Line, in which none of his friends would have to die and a future ruled by SERN due to the invention of a time machine no longer exists. However, Rintarou soon starts feeling the side effects of his constant time traveling across multiple World Lines, which soon builds up and causes Rintarou to suddenly vanish from existence, with only Kurisu Makise, the girl who he had saved thanks to his efforts, remembering him through dÃ©jÃ  vu. It is now up to Kurisu to find a way to get Rintarou back."
11597,Nisemonogatari,"The black swindler Kaiki Deishu, who once deceived Hitagi, returns to town and spreads the incantation which cursed Nadeko before. "
11617,High School DxD,"High school student Issei Hyoudou is your run-of-the-mill pervert who does nothing productive with his life, peeping on women and dreaming of having his own harem one day. Things seem to be looking up for Issei when a beautiful girl asks him out on a date, although she turns out to be a fallen angel who brutally kills him! However, he gets a second chance at life when beautiful senior student Rias Gremory, who is a top-class devil, revives him as her servant, recruiting Issei into the ranks of the school's Occult Research club."
11633,Blood Lad,"Staz Charlie Blood is a powerful vampire who rules the Eastern district of Demon World. According to rumors, he is a bloodthirsty and merciless monster, but in reality, Staz is just an otaku obsessed with Japanese culture and completely uninterested in human blood. Leaving the management of his territory to his underlings, Staz spends his days lazing around, indulging in anime, manga, and games."
11663,Hakuouki OVA,"Two short OVA of Hakuouki distributed to those who purchased all six volumes of the DVD. A fandisc game ""Hakuoki Zuisouroku"" and an official parody ""Hakuoki SSL (a high school parody)"" were animated."
11665,Natsume Yuujinchou Shi,"Takashi Natsume continues to return the names of the spirits that have been written in the ""Book of Friends"" he inherited from his grandmother, Reiko Natsume. While Natsume is still aided by the chubby Nyanko-sensei, he's now helped by some of the friends he had made in his journey; be it human beings or spirits. As he becomes closer to both, Natsume faces the inevitable question of the sides he has to take especially when there is a conflict between the two."
11697,Area no Kishi,"The Knight in the Area tells the stories of middle and high school students as they grow up through their soccer clubs, compete in national tournaments, and strive for world titles. Main character Kakeru, his respected elder brother Suguru, and childhood friend Nana Mishima, along with all the teammates, rivals from other schools, and world class soccer players around him radiate their own brilliant light as they face adolescence with all their strength. The story also incorporates the strong bond between Kakeru and Suguru, the love of their family, the friendship of their teammates and rivals, and fleeting first loves... all coming together to ignite passion in the hearts of all viewers."
117,El Hazard: The Magnificent World,"When Makoto Mizuhara discovers an old monument in his school and awakens a beautiful woman, he, his teacher, his worst enemy and one of his female friends is transported to the magnificent world of El Hazard. There they discovers that they have received some special powers. Makoto and his teacher Fujisawa lands in a jungle and saves a princess from some large bugs. Makoto's friend Nanami lands in a desert. And Makoto's rival, Jinnai lands in the middle of the bug's kingdom and becomes their general, plotting to destroy Makoto and his new friends. After several having his attacks repelled by Makoto several times, Jinnai learns about an ultimate weapon, the demon Ifurita. And so everyone sets of to find Ifurita, and when she's found Makoto learns that she is the same woman that sent them to El Hazard. But the one gaining control of her is Jinnai."
1170,Slayers Special,"In these three self-contained half-hour stories, Lina Inverse and her partner, Naga The Serpent, take on a variety of jobs for quick cash, food, and/or their own skins. The first episode, ""The Scary Chimera Plan,"" pits them against a lunatic magician who intends to use Lina to create a fearsome, spell-slinging monster. Then, in ""Jeffry's Knighthood,"" they're hired by an overprotective mother to see that her son - a young man barely capable of holding a sword - becomes a respected knight, by ""helping"" him fight off the marauding soldiers terrorizing the area. Finally, ""Mirror, Mirror"" puts the two in a race to hunt down and capture (for bounty, of course) a rogue sorceror who's found an ancient artifact that can create loyal duplicates of anything or anyone, including his enemies. "
11701,Another: The Other - Inga,Episode 0 bundled with the 0th limited-edition volume of Kiyohara Hiro's manga adaptation of Ayatsuji Yukito's horror novel Another. 
